transaction_ID,transaction_date,Year_Birth,Marital_Status,MntFruits,Education,Income,children_categorical,teen_categorical,income_standardize,maritalstat_categorical,spender_class
7431,11/10/12,1991,Not Married,17,PhD,68126,0,0,0.413252255,0,0
624,11/10/12,1984,Not Married,4,Master,18890,0,0,0.106804758,0,0
5966,11/10/12,1974,Married,0,PhD,45207,1,1,0.270603173,1,0
11121,11/10/12,1981,Married,14,Graduation,19419,1,0,0.110097282,1,0
7396,11/10/12,1966,Married,51,Graduation,80398,0,0,0.489633839,1,1
5544,11/10/12,1970,Not Married,40,Graduation,67384,0,1,0.408634007,0,1
1245,11/11/12,1966,Not Married,12,Graduation,63810,0,1,0.38638924,0,0
2561,11/11/12,1966,Not Married,12,Graduation,63810,0,1,0.38638924,0,0
3887,11/11/12,1970,Not Married,17,Graduation,27242,1,0,0.158788052,0,0
4099,11/12/12,1972,Married,2,Graduation,30675,1,0,0.180155228,1,0
10995,11/12/12,1988,Married,5,2n Cycle,15716,1,0,0.087049612,1,0
2975,11/12/12,1976,Not Married,42,Graduation,85606,0,1,0.522048709,0,1
965,11/13/12,1971,Not Married,65,Graduation,55635,0,1,0.335507603,0,1
387,11/13/12,1976,Married,16,Basic,7500,0,0,0.035912789,1,0
8870,11/13/12,1984,Not Married,12,Graduation,35196,1,0,0.208294174,0,0
9463,11/13/12,1959,Not Married,56,Graduation,71706,0,1,0.435534366,0,1
10340,11/13/12,1984,Not Married,12,Graduation,35196,1,0,0.208294174,0,0
1867,11/13/12,1957,Not Married,48,Graduation,64849,0,0,0.392856031,0,1
454,11/14/12,1980,Not Married,32,Graduation,69508,1,0,0.421853897,0,1
25,11/16/12,1958,Married,35,Graduation,65148,0,1,0.394717023,1,1
269,11/16/12,1963,Not Married,30,PhD,46757,0,1,0.280250456,0,1
5955,11/17/12,1962,Not Married,33,Graduation,72025,0,0,0.437519839,0,1
7301,11/17/12,1982,Not Married,22,2n Cycle,23616,1,0,0.136219634,0,0
247,11/17/12,1971,Married,10,Graduation,36715,1,0,0.217748511,1,0
8732,11/17/12,1969,Not Married,0,Master,67369,0,1,0.408540646,0,0
6710,11/17/12,1951,Not Married,1,Master,58217,1,1,0.351578109,0,0
2308,11/18/12,1954,Married,5,Graduation,46734,0,1,0.280107303,1,0
6260,11/19/12,1955,Not Married,51,Master,82384,0,0,0.501994809,0,1
6250,11/19/12,1949,Not Married,15,PhD,54356,0,1,0.327547038,0,0
2408,11/20/12,1976,Married,0,Graduation,58597,1,1,0.353943249,1,0
10250,11/20/12,1947,Not Married,5,Basic,28389,0,0,0.165927042,0,0
7527,11/21/12,1968,Not Married,6,Master,23748,1,0,0.137041209,0,0
5510,11/21/12,1977,Married,6,Master,43263,0,1,0.258503613,1,0
7247,11/22/12,1960,Not Married,0,Graduation,47916,0,1,0.287464134,0,0
4713,11/22/12,1979,Married,0,PhD,31605,1,0,0.185943598,1,0
3389,11/22/12,1970,Married,53,Graduation,69016,0,1,0.418791662,1,1
9396,11/23/12,1978,Married,0,PhD,37717,1,0,0.223985012,1,0
9707,11/23/12,1969,Married,0,PhD,55212,0,1,0.332874828,1,0
933,11/23/12,1978,Married,0,PhD,37717,1,0,0.223985012,1,0
339,11/23/12,1972,Married,0,PhD,57091,0,1,0.344569825,1,0
8427,11/23/12,1956,Not Married,14,Master,64857,0,0,0.392905824,0,0
217,11/23/12,1956,Not Married,14,Master,64857,0,0,0.392905824,0,0
10872,11/23/12,1969,Married,0,PhD,55212,0,1,0.332874828,1,0
10968,11/23/12,1969,Not Married,21,Graduation,57731,0,1,0.348553219,0,0
2114,11/24/12,1946,Not Married,22,PhD,82800,0,0,0.504584015,0,0
7462,11/24/12,1954,Not Married,0,Graduation,22507,0,0,0.129317159,0,0
4261,11/24/12,1946,Not Married,22,PhD,82800,0,0,0.504584015,0,0
9451,11/25/12,1965,Married,76,Graduation,73538,0,1,0.446936832,1,1
3498,11/25/12,1976,Married,61,PhD,55424,0,1,0.334194327,1,1
7023,11/26/12,1953,Not Married,2,PhD,46231,1,1,0.276976604,0,0
3599,11/26/12,1970,Married,80,Graduation,63684,0,1,0.385605009,1,1
4507,11/27/12,1952,Not Married,28,Graduation,72228,0,0,0.438783322,0,1
5036,11/28/12,1984,Not Married,3,PhD,42710,1,0,0.255061711,0,0
1490,11/28/12,1962,Married,0,Graduation,55759,0,1,0.336279385,1,0
4712,11/28/12,1991,Not Married,8,2n Cycle,20193,0,0,0.114914699,0,0
368,11/29/12,1974,Married,65,Graduation,40049,0,1,0.238499505,1,1
9850,11/29/12,1972,Married,6,2n Cycle,24884,1,0,0.144111734,1,0
528,11/29/12,1978,Married,38,Graduation,65819,0,0,0.398893363,1,1
3422,11/29/12,1975,Married,12,Graduation,76068,0,1,0.462683687,1,0
3807,11/30/12,1955,Not Married,21,Graduation,59925,0,1,0.362208792,0,0
2928,12/1/12,1975,Not Married,0,PhD,52614,0,1,0.316704737,0,0
2920,12/1/12,1975,Not Married,0,PhD,52614,0,1,0.316704737,0,0
5748,12/1/12,1965,Married,27,Graduation,59754,0,1,0.361144479,1,1
5221,12/1/12,1957,Married,8,Graduation,52852,0,1,0.318186062,1,0
8805,12/2/12,1960,Not Married,10,Graduation,48904,0,1,0.293613499,0,0
7476,12/2/12,1964,Not Married,63,Master,63972,0,1,0.387397537,0,1
22,12/3/12,1976,Not Married,2,Graduation,46310,1,0,0.277468304,0,0
10619,12/3/12,1994,Not Married,29,Graduation,95529,0,0,0.583809992,0,1
11112,12/3/12,1966,Not Married,114,Graduation,70713,0,1,0.429353881,0,1
4136,12/3/12,1992,Not Married,17,Basic,7500,1,0,0.035912789,0,0
2258,12/4/12,1986,Married,4,Graduation,32880,1,0,0.193879266,1,0
1773,12/4/12,1978,Married,6,2n Cycle,12393,0,0,0.066367082,1,0
3518,12/5/12,1983,Married,1,Graduation,25271,1,0,0.146520443,1,0
9120,12/5/12,1962,Not Married,10,Graduation,66565,0,1,0.403536507,0,0
1077,12/5/12,1974,Not Married,105,Graduation,56715,0,0,0.34222958,0,1
10913,12/5/12,1984,Not Married,2,Master,31385,1,0,0.184574306,0,0
7381,12/6/12,1968,Not Married,153,Graduation,75693,0,0,0.460349667,0,1
4088,12/6/12,1962,Not Married,1,PhD,31497,0,1,0.1852714,0,0
4971,12/6/12,1962,Not Married,1,PhD,31497,0,1,0.1852714,0,0
10991,12/7/12,1960,Married,194,Master,89058,0,0,0.543534142,1,1
3525,12/7/12,1970,Not Married,0,Graduation,38200,1,1,0.22699123,0,0
55,12/7/12,1963,Not Married,0,Graduation,56253,0,1,0.339354068,0,0
10479,12/7/12,1975,Married,40,PhD,76618,0,0,0.466106917,1,1
3850,12/7/12,1963,Not Married,3,Basic,14918,0,1,0.082082817,0,0
4303,12/8/12,1957,Not Married,2,PhD,6835,0,1,0.031773793,0,0
709,12/9/12,1952,Not Married,20,Graduation,51537,0,1,0.310001432,0,0
895,12/9/12,1948,Married,16,PhD,61467,0,1,0.371806283,1,0
10490,12/10/12,1969,Married,64,PhD,51039,1,1,0.306901853,1,1
7393,12/10/12,1978,Not Married,5,Graduation,41580,1,1,0.248028531,0,0
6682,12/11/12,1973,Married,8,Basic,18978,1,0,0.107352474,1,0
7998,12/11/12,1958,Not Married,8,Graduation,28087,1,1,0.164047377,0,0
6050,12/11/12,1975,Married,43,2n Cycle,57036,0,1,0.344227502,1,1
9215,12/12/12,1980,Married,0,PhD,43974,1,0,0.262928915,1,0
6184,12/12/12,1969,Married,64,PhD,68462,0,0,0.415343537,1,1
6878,12/12/12,1954,Not Married,12,Graduation,27421,0,0,0.159902158,0,0
7627,12/12/12,1975,Married,183,Master,92163,0,0,0.562859828,1,1
9224,12/12/12,1972,Not Married,8,PhD,55260,0,1,0.333173583,0,0
5621,12/12/12,1969,Married,57,Graduation,48752,1,1,0.292667443,1,1
7798,12/14/12,1972,Not Married,20,2n Cycle,46344,0,1,0.277679922,0,0
2802,12/15/12,1992,Married,25,2n Cycle,87000,0,0,0.53072504,1,0
340,12/15/12,1970,Not Married,35,Graduation,72967,0,1,0.443382898,0,1
10314,12/16/12,1948,Married,66,PhD,83837,0,0,0.511038359,1,1
8939,12/16/12,1959,Not Married,138,Graduation,61250,0,1,0.370455663,0,1
4791,12/16/12,1980,Not Married,1,Graduation,44964,1,1,0.269090728,0,0
8204,12/16/12,1971,Married,35,2n Cycle,78041,0,0,0.474963745,1,1
5150,12/17/12,1979,Not Married,4,Basic,20194,1,0,0.114920923,0,0
5063,12/18/12,1977,Not Married,5,Graduation,28769,1,0,0.168292182,0,0
5995,12/18/12,1962,Not Married,3,Graduation,39552,1,1,0.235406151,0,0
5846,12/19/12,1977,Not Married,1,Graduation,40246,1,0,0.239725644,0,0
3629,12/19/12,1978,Not Married,3,Graduation,38557,1,0,0.229213217,0,0
5114,12/19/12,1965,Married,9,Master,74806,0,1,0.454828932,1,0
7734,12/19/12,1993,Not Married,102,Graduation,79244,0,0,0.482451281,0,1
692,12/20/12,1954,Not Married,2,Graduation,36807,1,1,0.218321124,0,0
1008,12/21/12,1981,Not Married,17,PhD,44953,0,0,0.269022263,0,0
9365,12/22/12,1976,Not Married,0,PhD,60000,0,1,0.362675596,0,0
5692,12/22/12,1989,Married,4,Basic,25443,1,0,0.14759098,1,0
8700,12/22/12,1986,Not Married,7,Basic,14906,0,0,0.082008129,0,0
590,12/22/12,1970,Not Married,66,Master,78579,0,0,0.478312286,0,1
1544,12/22/12,1967,Not Married,68,Master,81380,0,0,0.495745859,0,1
1993,12/23/12,1949,Married,0,PhD,58607,0,1,0.35400549,1,0
9940,12/23/12,1958,Not Married,114,Graduation,64961,0,1,0.393553125,0,1
9736,12/24/12,1980,Married,5,Graduation,41850,1,1,0.249709025,1,0
8430,12/24/12,1957,Not Married,0,Graduation,21994,0,1,0.12612422,0,0
798,12/24/12,1987,Not Married,0,Graduation,23442,1,0,0.135136649,0,0
5935,12/24/12,1956,Not Married,7,Master,55284,0,1,0.33332296,0,0
8619,12/24/12,1957,Not Married,0,Graduation,21994,0,1,0.12612422,0,0
8842,12/25/12,1971,Not Married,0,Graduation,30372,1,1,0.17826934,0,0
2154,12/25/12,1971,Not Married,0,Graduation,30372,1,1,0.17826934,0,0
10841,12/25/12,1975,Not Married,22,PhD,56559,0,1,0.341258628,0,0
10686,12/26/12,1965,Not Married,0,PhD,34230,1,1,0.202281738,0,0
10641,12/27/12,1978,Not Married,5,Graduation,7500,1,1,0.035912789,0,0
5837,12/28/12,1967,Married,8,Graduation,51479,1,1,0.309640436,1,0
10826,12/28/12,1959,Married,1,Graduation,18690,0,0,0.105559947,1,0
4086,12/28/12,1959,Married,1,Graduation,18690,0,0,0.105559947,1,0
10304,12/28/12,1959,Married,1,Graduation,18690,0,0,0.105559947,1,0
8151,12/29/12,1990,Married,36,Basic,24279,0,0,0.140346182,1,1
7141,12/29/12,1986,Not Married,10,Master,21888,1,0,0.12546447,0,0
4459,12/30/12,1989,Not Married,4,Graduation,30279,1,0,0.177690503,0,0
10642,12/30/12,1989,Not Married,4,Graduation,30279,1,0,0.177690503,0,0
2131,12/30/12,1959,Not Married,89,PhD,62859,0,1,0.380470165,0,1
3547,12/30/12,1969,Not Married,7,Master,41021,1,0,0.244549285,0,0
378,12/30/12,1971,Married,112,Graduation,52531,0,0,0.316188141,1,1
2431,12/31/12,1990,Married,4,Graduation,18222,0,0,0.10264709,1,0
8162,1/1/13,1956,Not Married,1,Master,14661,0,0,0.080483236,0,0
10637,1/1/13,1964,Married,0,Graduation,40800,1,1,0.243173769,1,0
7261,1/1/13,1971,Not Married,33,Graduation,34600,1,1,0.204584638,0,1
2452,1/1/13,1971,Not Married,33,Graduation,34600,1,1,0.204584638,0,1
7892,1/2/13,1969,Not Married,4,Graduation,18589,0,0,0.104931318,0,0
1331,1/2/13,1977,Not Married,6,Graduation,35790,1,0,0.211991261,0,0
1618,1/2/13,1965,Not Married,0,Graduation,56046,0,0,0.338065689,0,0
999,1/2/13,1991,Not Married,44,Graduation,86037,0,0,0.524731276,0,1
6619,1/2/13,1978,Married,1,Graduation,38415,1,1,0.228329402,1,0
6299,1/2/13,1968,Not Married,48,PhD,42564,0,1,0.254153,0,1
6001,1/2/13,1979,Married,35,Graduation,56775,0,1,0.342603024,1,1
6715,1/2/13,1948,Not Married,19,PhD,60200,0,1,0.363920407,0,0
2736,1/2/13,1978,Married,124,Graduation,73807,0,1,0.448611102,1,1
3158,1/3/13,1973,Married,3,Graduation,32300,1,0,0.190269315,1,0
1509,1/4/13,1958,Not Married,27,PhD,84460,0,0,0.514915944,0,1
9256,1/4/13,1971,Not Married,26,Graduation,58350,0,1,0.352405908,0,0
9076,1/5/13,1980,Married,1,PhD,30732,1,0,0.180509999,1,0
5341,1/5/13,1962,Not Married,76,2n Cycle,81975,0,1,0.499449171,0,1
8387,1/5/13,1957,Married,8,Graduation,43140,0,1,0.257738054,1,0
10061,1/5/13,1950,Married,17,Graduation,59462,0,1,0.359327055,1,0
5376,1/6/13,1979,Married,1,Graduation,2447,1,0,0.004462646,1,0
123,1/6/13,1951,Not Married,35,Graduation,67046,0,1,0.406530277,0,1
1744,1/7/13,1965,Not Married,7,Basic,23529,0,1,0.135678142,0,0
4377,1/7/13,1971,Married,10,Graduation,52914,0,1,0.318571953,1,0
8148,1/8/13,1956,Not Married,28,Master,50898,1,1,0.306024261,0,1
2098,1/8/13,1969,Married,0,PhD,33581,1,0,0.198242327,1,0
944,1/8/13,1962,Married,103,Graduation,56181,0,1,0.338905936,1,1
8686,1/8/13,1979,Not Married,23,Basic,23724,1,0,0.136891832,0,0
7966,1/8/13,1959,Not Married,137,Graduation,80982,1,1,0.493268686,0,1
9265,1/9/13,1953,Married,64,Graduation,75027,0,1,0.456204448,1,1
9553,1/9/13,1987,Married,2,Graduation,7500,0,0,0.035912789,1,0
2521,1/10/13,1971,Married,1,Master,35178,1,0,0.208182141,1,0
175,1/10/13,1986,Married,80,Graduation,71952,1,0,0.437065483,1,1
6988,1/10/13,1986,Married,80,Graduation,71952,1,0,0.437065483,1,1
4301,1/10/13,1971,Married,1,Master,35178,1,0,0.208182141,1,0
1162,1/10/13,1987,Not Married,83,PhD,42000,0,0,0.250642634,0,1
10643,1/10/13,1987,Not Married,83,PhD,42000,0,0,0.250642634,0,1
9723,1/10/13,1960,Married,142,Graduation,67716,0,1,0.410700393,1,1
2607,1/11/13,1953,Not Married,17,Graduation,40464,0,1,0.241082487,0,0
9743,1/11/13,1955,Married,89,Graduation,76998,0,1,0.468472057,1,1
3690,1/11/13,1986,Married,102,Master,80141,0,0,0.488034257,1,1
9595,1/11/13,1961,Not Married,169,Graduation,64260,0,0,0.389190064,0,1
1772,1/11/13,1975,Married,37,PhD,79174,0,0,0.482015597,1,1
7119,1/12/13,1982,Not Married,15,Graduation,68627,0,0,0.416370505,0,0
9426,1/12/13,1964,Not Married,0,Master,58308,0,1,0.352144498,0,0
6768,1/12/13,1962,Not Married,1,Graduation,37859,1,1,0.224868828,0,0
8977,1/12/13,1985,Not Married,3,Basic,16581,0,0,0.092433418,0,0
2157,1/12/13,1972,Not Married,8,Graduation,26290,1,1,0.152862753,0,0
8920,1/12/13,1967,Not Married,40,Master,59235,1,0,0.357914195,0,1
9668,1/12/13,1971,Married,16,Graduation,18793,1,0,0.106201024,1,0
322,1/12/13,1978,Not Married,1,Graduation,42554,1,1,0.254090759,0,0
9738,1/13/13,1986,Not Married,4,Master,42386,1,0,0.253045118,0,0
359,1/13/13,1950,Not Married,14,Graduation,48070,0,1,0.288422638,0,0
6318,1/13/13,1988,Married,12,Graduation,68487,0,0,0.415499138,1,0
10212,1/13/13,1986,Not Married,4,Master,42386,1,0,0.253045118,0,0
6742,1/13/13,1979,Married,2,Graduation,17688,1,0,0.099323445,1,0
5396,1/13/13,1988,Married,12,Graduation,68487,0,0,0.415499138,1,0
5138,1/14/13,1950,Not Married,1,Graduation,28320,0,1,0.165497582,0,0
6543,1/15/13,1945,Not Married,168,Master,62847,0,0,0.380395476,0,1
3412,1/15/13,1951,Married,8,Master,67381,0,1,0.408615335,1,0
880,1/16/13,1966,Not Married,23,Basic,22634,0,0,0.130107614,0,0
524,1/16/13,1966,Not Married,23,Basic,22634,0,0,0.130107614,0,0
4406,1/16/13,1970,Not Married,84,Graduation,67419,0,1,0.408851849,0,1
8969,1/16/13,1977,Married,31,Graduation,71855,0,1,0.43646175,1,1
6097,1/16/13,1959,Not Married,8,Graduation,50664,1,1,0.304567833,0,0
10814,1/16/13,1947,Not Married,23,Graduation,70321,0,0,0.426914052,0,0
5370,1/16/13,1973,Married,3,PhD,32644,1,0,0.192410389,1,0
6422,1/17/13,1954,Married,189,Graduation,86718,0,0,0.528969857,1,1
3445,1/17/13,1956,Not Married,162,Graduation,60714,0,0,0.36711957,0,1
1802,1/17/13,1971,Married,5,Graduation,64795,0,1,0.392519933,1,0
3270,1/17/13,1978,Not Married,23,2n Cycle,17117,1,0,0.095769511,0,0
1734,1/17/13,1968,Not Married,0,PhD,40706,1,1,0.242588708,0,0
9220,1/17/13,1971,Not Married,172,Graduation,91700,0,0,0.559978091,0,1
236,1/19/13,1951,Married,23,Graduation,34838,1,1,0.206065963,1,0
1829,1/19/13,1961,Not Married,0,PhD,54959,0,1,0.331300143,0,0
9739,1/19/13,1963,Not Married,0,Graduation,34377,0,1,0.203196674,0,0
1497,1/19/13,1952,Not Married,11,Graduation,47958,0,1,0.287725544,0,0
3641,1/20/13,1976,Married,2,Graduation,13624,1,0,0.074028892,1,0
199,1/20/13,1962,Not Married,3,Master,45183,0,0,0.270453796,0,0
591,1/20/13,1957,Not Married,35,Graduation,66033,0,1,0.400225311,0,1
9710,1/20/13,1969,Not Married,7,PhD,58086,0,1,0.350762758,0,0
10513,1/20/13,1992,Not Married,169,Graduation,63207,0,0,0.382636136,0,1
2877,1/21/13,1974,Not Married,0,Master,46014,1,1,0.275625984,0,0
4611,1/21/13,1970,Not Married,181,Graduation,105471,0,0,0.645689532,0,1
7494,1/21/13,1950,Not Married,0,PhD,42873,1,1,0.256076232,0,0
5263,1/22/13,1977,Married,10,2n Cycle,31056,1,0,0.182526592,1,0
7488,1/22/13,1963,Not Married,15,Master,64191,0,1,0.388760604,0,0
3523,1/23/13,1962,Not Married,34,Graduation,75072,0,1,0.45648453,0,1
238,1/23/13,1967,Not Married,47,2n Cycle,67309,1,1,0.408167203,0,1
6642,1/23/13,1961,Not Married,5,Graduation,27215,1,1,0.158620003,0,0
6257,1/23/13,1976,Not Married,43,Master,60482,0,1,0.36567559,0,1
7019,1/23/13,1963,Not Married,18,Graduation,54414,1,1,0.327908033,0,0
4487,1/24/13,1969,Not Married,20,Master,39858,1,0,0.237310711,0,0
9760,1/25/13,1963,Not Married,0,PhD,52278,0,1,0.314613455,0,0
9500,1/25/13,1959,Married,104,Graduation,58113,0,1,0.350930807,1,1
2518,1/25/13,1986,Not Married,4,2n Cycle,20491,0,0,0.116769467,0,0
7101,1/25/13,1963,Not Married,0,PhD,52278,0,1,0.314613455,0,0
1177,1/26/13,1966,Not Married,3,Master,49618,1,1,0.298057473,0,0
1627,1/26/13,1957,Not Married,61,2n Cycle,77297,0,0,0.470333049,0,1
9029,1/26/13,1972,Married,44,PhD,70116,0,0,0.425638121,1,1
5790,1/27/13,1985,Married,6,Graduation,31158,1,0,0.183161446,1,0
1951,1/27/13,1981,Married,122,Basic,34445,0,0,0.20361991,1,1
10983,1/29/13,1952,Not Married,98,Graduation,75278,0,0,0.457766685,0,1
5320,1/29/13,1973,Not Married,7,Master,44051,1,1,0.263408167,0,0
3628,1/29/13,1987,Not Married,8,Basic,15038,1,0,0.082829704,0,0
2574,1/31/13,1977,Married,12,PhD,61996,0,1,0.375098807,1,0
523,1/31/13,1989,Married,0,Graduation,37155,1,0,0.220487094,1,0
2968,2/1/13,1943,Not Married,8,PhD,48948,0,0,0.293887357,0,0
8800,2/1/13,1943,Not Married,8,PhD,48948,0,0,0.293887357,0,0
7124,2/1/13,1968,Not Married,4,Graduation,36997,1,1,0.219503694,0,0
2683,2/2/13,1969,Married,106,Graduation,52413,0,1,0.315453702,1,1
7453,2/2/13,1954,Not Married,43,Graduation,36130,0,1,0.21410744,0,1
6072,2/2/13,1970,Not Married,57,Master,75345,0,0,0.458183697,0,1
11166,2/2/13,1961,Married,5,Graduation,49678,0,1,0.298430916,1,0
2387,2/3/13,1952,Not Married,2,Master,43776,1,1,0.261696552,0,0
11025,2/3/13,1961,Married,0,Graduation,36443,1,1,0.216055568,1,0
3732,2/4/13,1955,Married,0,Master,52750,0,1,0.317551208,1,0
6295,2/4/13,1977,Married,8,Graduation,54233,0,1,0.32678148,1,0
10967,2/6/13,1963,Not Married,6,Graduation,33378,1,1,0.196978844,0,0
6320,2/6/13,1976,Not Married,44,Master,70893,0,0,0.430474211,0,1
8624,2/6/13,1958,Married,33,Graduation,81320,0,0,0.495372416,1,1
10868,2/6/13,1951,Not Married,45,Graduation,70792,0,0,0.429845581,0,1
10821,2/6/13,1978,Married,4,Graduation,57113,1,1,0.344706754,1,0
9750,2/7/13,1961,Not Married,60,PhD,64325,0,1,0.389594627,0,1
456,2/7/13,1986,Married,11,2n Cycle,7500,1,0,0.035912789,1,0
11114,2/8/13,1970,Not Married,4,Graduation,19656,1,0,0.111572383,0,0
5628,2/8/13,1982,Not Married,154,Graduation,61416,0,0,0.371488856,0,1
3870,2/9/13,1978,Not Married,35,2n Cycle,63855,0,0,0.386669322,0,1
1928,2/9/13,1973,Married,3,Graduation,31814,1,0,0.187244425,1,0
10031,2/10/13,1976,Married,2,PhD,16927,1,1,0.094586941,1,0
9010,2/10/13,1972,Married,147,Master,83151,0,0,0.506768658,1,1
10390,2/10/13,1959,Married,7,2n Cycle,26887,0,1,0.156578513,1,0
4669,2/11/13,1981,Married,19,Basic,24480,1,0,0.141597217,1,0
1715,2/11/13,1978,Not Married,4,Graduation,25851,1,0,0.150130394,0,0
4093,2/11/13,1975,Not Married,9,Master,53253,1,1,0.320681907,0,0
9576,2/11/13,1982,Not Married,4,PhD,32313,1,0,0.190350227,0,0
3697,2/12/13,1954,Not Married,8,Graduation,39898,0,1,0.237559673,0,0
4065,2/12/13,1976,Married,0,PhD,49544,1,0,0.297596893,1,0
5092,2/12/13,1949,Not Married,0,PhD,51569,0,1,0.310200601,0,0
9955,2/12/13,1954,Not Married,8,Graduation,39898,0,1,0.237559673,0,0
1406,2/12/13,1975,Not Married,7,Graduation,53201,1,1,0.320358257,0,0
7786,2/13/13,1986,Not Married,7,PhD,29999,1,0,0.175947768,0,0
10936,2/13/13,1965,Married,166,Graduation,72190,0,0,0.438546808,1,1
5527,2/13/13,1987,Not Married,12,Graduation,22434,1,0,0.128862803,0,0
2678,2/13/13,1990,Not Married,12,Graduation,34412,1,0,0.203414516,0,0
4690,2/13/13,1953,Married,10,Graduation,50725,0,1,0.3049475,1,0
405,2/13/13,1964,Not Married,0,Graduation,41638,0,1,0.248389526,0,0
607,2/13/13,1955,Not Married,29,2n Cycle,41769,0,1,0.249204877,0,1
10402,2/14/13,1967,Married,1,Graduation,35441,1,1,0.209819067,1,0
10602,2/14/13,1983,Married,12,Graduation,39922,1,0,0.23770905,1,0
5740,2/14/13,1970,Not Married,2,2n Cycle,25959,1,1,0.150802592,0,0
9212,2/14/13,1962,Married,0,Master,72828,0,1,0.442517754,1,0
3220,2/14/13,1983,Married,12,Graduation,39922,1,0,0.23770905,1,0
5424,2/14/13,1983,Married,12,Graduation,39922,1,0,0.23770905,1,0
5185,2/14/13,1955,Married,66,Graduation,74268,0,0,0.451480391,1,1
10177,2/14/13,1954,Not Married,69,Graduation,72071,0,1,0.437806146,0,1
6281,2/14/13,1966,Not Married,0,Graduation,55686,0,1,0.335825029,0,0
3657,2/14/13,1986,Not Married,1,Graduation,39146,1,0,0.232879185,0,0
2429,2/14/13,1954,Not Married,69,Graduation,72071,0,1,0.437806146,0,1
702,2/15/13,1975,Not Married,61,2n Cycle,47682,0,1,0.286007705,0,1
6230,2/15/13,1971,Not Married,5,Graduation,44421,1,1,0.265711067,0,0
5302,2/15/13,1986,Not Married,27,Graduation,78394,0,0,0.477160836,0,1
2807,2/16/13,1969,Married,38,Graduation,56796,0,1,0.342733729,1,1
4475,2/16/13,1949,Married,22,PhD,69098,0,0,0.419302035,1,0
2253,2/16/13,1990,Married,0,Graduation,18929,0,0,0.107047496,1,0
2326,2/16/13,1990,Married,0,Graduation,18929,0,0,0.107047496,1,0
4837,2/16/13,1965,Married,43,PhD,71322,0,1,0.43314433,1,1
1052,2/16/13,1969,Married,38,Graduation,56796,0,1,0.342733729,1,1
1876,2/16/13,1990,Married,0,Graduation,18929,0,0,0.107047496,1,0
5788,2/17/13,1972,Not Married,10,Graduation,46053,1,0,0.275868722,0,0
3828,2/17/13,1951,Married,10,Graduation,71107,0,1,0.431806158,1,0
7129,2/17/13,1962,Married,17,PhD,54693,0,1,0.329644544,1,0
1012,2/18/13,1952,Not Married,7,Graduation,61823,0,1,0.374022046,0,0
1491,2/18/13,1965,Not Married,33,2n Cycle,71488,0,0,0.434177522,0,1
326,2/18/13,1973,Married,6,Graduation,51148,1,1,0.307580275,1,0
178,2/18/13,1956,Married,0,Graduation,62503,0,1,0.378254402,1,0
10092,2/18/13,1954,Not Married,0,Graduation,70044,0,1,0.425189989,0,0
367,2/19/13,1978,Married,90,2n Cycle,36550,1,0,0.216721542,1,1
10240,2/19/13,1949,Not Married,26,Graduation,69372,0,0,0.421007425,0,0
425,2/19/13,1985,Married,64,Graduation,55357,1,0,0.333777316,1,1
10790,2/19/13,1985,Married,0,PhD,18169,1,0,0.102317215,1,0
1570,2/19/13,1951,Not Married,9,PhD,69702,0,1,0.423061363,0,0
8755,2/20/13,1946,Married,34,Master,68657,0,0,0.416557227,1,1
1388,2/20/13,1975,Not Married,10,Graduation,33249,1,0,0.196175942,0,0
4436,2/20/13,1976,Not Married,42,Graduation,20180,0,0,0.114833787,0,1
1118,2/20/13,1956,Married,13,Master,50965,0,1,0.306441273,1,0
979,2/20/13,1975,Not Married,10,Graduation,33249,1,0,0.196175942,0,0
2929,2/20/13,1976,Not Married,42,Graduation,20180,0,0,0.114833787,0,1
10277,2/21/13,1961,Not Married,0,Graduation,30081,0,1,0.17645814,0,0
2656,2/21/13,1971,Not Married,1,Graduation,40851,1,1,0.243491196,0,0
4216,2/22/13,1981,Not Married,114,Graduation,91065,0,0,0.556025817,0,1
10965,2/22/13,1955,Not Married,20,Graduation,76005,0,0,0.462291572,0,0
5153,2/22/13,1967,Married,59,PhD,77766,0,1,0.47325213,1,1
4127,2/22/13,1967,Married,59,PhD,77766,0,1,0.47325213,1,1
6431,2/23/13,1964,Married,1,PhD,45759,1,1,0.274038851,1,0
10789,2/23/13,1964,Married,1,PhD,45759,1,1,0.274038851,1,0
375,2/25/13,1954,Not Married,56,Graduation,76773,0,0,0.467071645,0,1
3099,2/25/13,1970,Not Married,5,Graduation,44267,1,1,0.264752563,0,0
4418,2/25/13,1983,Not Married,47,Master,89616,0,0,0.547007164,0,1
10319,2/26/13,1971,Married,12,Graduation,66303,0,1,0.401905805,1,0
2961,2/26/13,1982,Married,10,Graduation,42081,1,0,0.251146782,1,0
10742,2/27/13,1983,Married,21,PhD,86580,0,0,0.528110938,1,0
8537,2/27/13,1949,Not Married,80,Graduation,72643,0,0,0.441366304,0,1
3032,2/27/13,1984,Married,34,Graduation,24570,1,0,0.142157381,1,1
3667,2/28/13,1969,Married,178,Graduation,80952,0,0,0.493081965,1,1
5802,2/28/13,1972,Married,7,Basic,14188,0,0,0.077539258,1,0
448,3/1/13,1978,Not Married,85,PhD,54880,1,0,0.330808442,0,1
